Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date,Cluster,Order_Month
ORD1143329,CUS7133,B2C,Passion Fruit Juice,Juices,26.532577440962594,78.03508591508734,0.029495,1758.3138204206743,Hamburg,2021-01-19,1,2021-01
ORD2848930,CUS9201,B2B,Havana Club,Alcoholic Beverages,44.389063256456886,112.25140746739069,0.03167630504544964,3179.041256244271,Hessen,2023-04-22,8,2023-04
ORD1807814,CUS7526,B2B,Rauch Multivitamin,Juices,21.198802701617495,99.58026325888497,0.03375611655144091,1896.4528052566834,Saarland,2021-12-17,7,2021-12
ORD1191549,CUS4754,B2C,Apollinaris,Water,15.800101643002236,81.16440128718918,0.029495,1263.5123716937778,Berlin,2021-02-16,1,2021-02
ORD277724,CUS4023,B2C,Johnnie Walker,Alcoholic Beverages,61.047943093563084,59.61922394339157,0.029495,2640.66873193983,Rheinland-Pfalz,2023-09-14,5,2023-09
ORD465844,CUS2560,B2C,Havana Club,Alcoholic Beverages,45.66300878567729,70.39181261529038,0.029495,2349.6739108248594,Bayern,2022-11-25,1,2022-11
ORD641791,CUS5980,B2B,Apollinaris,Water,12.6843671002589,70.39181261529038,0.03375611655144091,806.9574704762148,Baden-Württemberg,2023-03-14,8,2023-03
ORD2342999,CUS9035,B2C,Erdinger Weißbier,Alcoholic Beverages,23.00071136525903,59.61922394339157,0.029495,1188.9343837186047,Niedersachsen,2021-08-30,1,2021-08
ORD760208,CUS9654,B2C,Volvic,Water,12.490872556537255,59.61922394339157,0.029495,650.8267684700438,Saarland,2021-04-04,1,2021-04
ORD1958004,CUS3985,B2C,Red Bull,Soft Drinks,24.122642053639122,41.203361971695784,0.029495,774.8004628257471,Thüringen,2023-11-23,1,2023-11
ORD2739791,CUS5560,B2C,Tomato Juice,Juices,27.642810752509643,90.93428708386719,0.029495,2083.2378662018205,Bremen,2021-06-11,1,2021-06
ORD2748943,CUS1211,B2B,Beck's,Alcoholic Beverages,19.276949318558387,114.0232954327692,0.03375611655144091,2081.23875929556,Sachsen,2023-04-19,7,2023-04
ORD925607,CUS8390,B2B,Riesling,Alcoholic Beverages,42.75048556277222,142.34057056253317,0.03375611655144091,3698.449256208509,Bayern,2021-12-18,3,2021-12
ORD303869,CUS1995,B2C,Club Mate,Soft Drinks,23.384030196363934,94.73625794724279,0.029495,1962.7513861376399,Saarland,2022-12-26,1,2022-12
ORD941678,CUS7537,B2B,Selters,Water,12.195898326386642,114.86680985847892,0.03375611655144091,1585.3472551650946,Schleswig-Holstein,2023-10-06,7,2023-10
ORD28261,CUS9596,B2C,Mezzo Mix,Soft Drinks,12.87541228012836,81.16440128718918,0.029495,1057.7645221923394,Rheinland-Pfalz,2021-03-20,1,2021-03
ORD909319,CUS7341,B2B,Rauch Multivitamin,Juices,26.45557539799268,129.73494666526096,0.03167630504544964,2796.139088510175,Schleswig-Holstein,2021-05-06,0,2021-05
ORD2873933,CUS4969,B2C,Fanta,Soft Drinks,17.707498326794962,83.963669275344,0.029495,1436.705253267216,Nordrhein-Westfalen,2022-09-16,1,2022-09
ORD956181,CUS116,B2C,Apollinaris,Water,16.262148983275434,74.48736075017361,0.029495,1160.0176375899987,Brandenburg,2023-05-01,1,2023-05
ORD990049,CUS3580,B2B,Sprite,Soft Drinks,15.955694440474591,125.63939853037772,0.03375611655144091,2101.7975396518295,Hessen,2023-06-29,7,2023-06
ORD140621,CUS1480,B2C,Tomato Juice,Juices,27.642810752509643,59.61922394339157,0.029495,1388.504567488195,Baden-Württemberg,2021-07-01,1,2021-07
ORD797615,CUS2421,B2C,Augustiner,Alcoholic Beverages,17.49932443760254,65.54780730364821,0.029495,1050.3151536807154,Thüringen,2023-06-24,1,2023-06
ORD44574,CUS8433,B2C,Volvic Touch,Water,19.21471266259849,94.73625794724279,0.029495,1742.5917500737778,Bremen,2022-09-12,1,2022-09
ORD954366,CUS5325,B2C,Granini Apple,Juices,20.2393385687391,59.61922394339157,0.029495,1062.3676532571044,Thüringen,2021-05-30,1,2021-05
ORD1838793,CUS24,B2B,Schwip Schwap,Soft Drinks,16.487974159307537,136.41198720227652,0.03375611655144091,2352.7195419096606,Hamburg,2022-05-31,3,2022-05
ORD2179028,CUS653,B2C,Monster,Soft Drinks,27.245144526707325,59.61922394339157,0.029495,1371.9202331067788,Brandenburg,2021-03-27,1,2021-03
ORD1685779,CUS8021,B2C,Pepsi,Soft Drinks,19.885595007478635,96.45094788678313,0.029495,1815.1439421236819,Baden-Württemberg,2022-05-25,1,2022-05
ORD1889368,CUS5903,B2B,Selters,Water,17.49932443760254,140.82195880254994,0.03574346083743612,2477.6942437009493,Schleswig-Holstein,2023-12-07,3,2023-12
ORD947422,CUS9003,B2C,Cranberry Juice,Juices,28.44190291786276,90.93428708386719,0.029495,2118.733782496052,Nordrhein-Westfalen,2021-12-14,1,2021-12
ORD2111882,CUS5988,B2B,Club Mate,Soft Drinks,23.43126769246338,132.00714019894065,0.03375611655144091,2666.590681029523,Hamburg,2023-10-08,7,2023-10
ORD1324132,CUS4214,B2C,Mango Juice,Juices,27.925580011066526,65.54780730364821,0.029495,1540.1635962746268,Hamburg,2023-07-29,1,2023-07
ORD1208029,CUS9957,B2C,Selters,Water,11.588069832565441,96.45094788678313,0.029495,1228.541978810143,Hessen,2021-09-16,1,2021-09
ORD57899,CUS9671,B2B,Beck's,Alcoholic Beverages,20.52792035673735,133.6945943875154,0.03167630504544964,2574.785588151969,Baden-Württemberg,2022-04-26,0,2022-04
ORD927220,CUS3377,B2C,Sprite,Soft Drinks,12.490872556537255,78.03508591508734,0.029495,970.5018485977678,Berlin,2022-10-24,1,2022-10
ORD1104071,CUS6084,B2C,Augustiner,Alcoholic Beverages,17.0021191264773,74.48736075017361,0.029495,1203.8739443302431,Hessen,2021-06-23,1,2021-06
ORD2291655,CUS9383,B2C,Rockstar,Soft Drinks,23.757854079483742,70.39181261529038,0.029495,1464.849357930788,Bremen,2022-10-23,1,2022-10
ORD863071,CUS5351,B2B,Schwip Schwap,Soft Drinks,15.484019562879094,117.24766805382183,0.03167630504544964,1929.8408473621328,Mecklenburg-Vorpommern,2021-04-11,8,2021-04
ORD2540676,CUS3418,B2C,Selters,Water,11.588069832565441,41.203361971695784,0.029495,335.53933936008445,Bayern,2021-10-24,1,2021-10
ORD2704617,CUS6872,B2C,Coca-Cola,Soft Drinks,16.6366686397482,86.4959151893446,0.029495,1422.515056329562,Baden-Württemberg,2021-01-15,1,2021-01
ORD1920379,CUS7872,B2C,Bacardi,Alcoholic Beverages,46.58560734118818,81.16440128718918,0.029495,2629.6589310550953,Sachsen,2022-12-28,1,2022-12
ORD2941370,CUS1007,B2B,Volvic Touch,Water,18.512615482013906,104.91177716104039,0.03167630504544964,1881.0824124090627,Hamburg,2021-03-27,8,2021-03
ORD1641649,CUS4619,B2C,Red Bull,Soft Drinks,23.8039376807332,65.54780730364821,0.029495,1359.5236557527649,Bremen,2022-05-22,1,2022-05
ORD2929028,CUS9280,B2C,Granini Apple,Juices,20.52792035673735,74.48736075017361,0.029495,1395.8743535333601,Berlin,2022-11-29,1,2022-11
ORD1339838,CUS9139,B2C,Selters,Water,11.588069832565441,41.203361971695784,0.029495,335.53933936008445,Berlin,2021-07-29,1,2021-07
ORD2197012,CUS2031,B2B,Coca-Cola,Soft Drinks,16.262148983275434,127.76601102725877,0.03167630504544964,2193.4315758405087,Sachsen,2021-12-12,0,2021-12
ORD1950753,CUS8085,B2C,Volvic,Water,12.780191978888826,86.4959151893446,0.029495,1149.239171570846,Saarland,2023-06-03,1,2023-06
ORD304660,CUS1583,B2C,Mango Juice,Juices,27.245144526707325,81.16440128718918,0.029495,1857.7669472867165,Thüringen,2021-11-18,1,2021-11
ORD437227,CUS933,B2B,Fanta,Soft Drinks,14.74766046591603,117.99612523058073,0.03375611655144091,1862.6341266119307,Thüringen,2021-07-25,7,2021-07
ORD1884831,CUS958,B2C,Riesling,Alcoholic Beverages,30.729678433930403,41.203361971695784,0.029495,1006.3372214800169,Saarland,2022-11-02,1,2022-11
ORD353623,CUS7644,B2C,Chardonnay,Alcoholic Beverages,32.613554022206195,81.16440128718918,0.029495,2086.9494352638185,Baden-Württemberg,2022-02-08,1,2022-02
ORD1461278,CUS3058,B2B,Johnnie Walker,Alcoholic Beverages,59.35298435046406,83.963669275344,0.03375611655144091,3102.215218160639,Sachsen,2023-07-20,8,2023-07
ORD2933592,CUS4311,B2C,Mango Juice,Juices,27.925580011066526,81.16440128718918,0.029495,1887.861986917308,Hessen,2023-10-30,1,2023-10
ORD1924181,CUS3924,B2C,Johnnie Walker,Alcoholic Beverages,60.61263225516949,83.963669275344,0.029495,3203.0016208172874,Sachsen-Anhalt,2022-03-18,5,2022-03
ORD2620967,CUS1937,B2C,Augustiner,Alcoholic Beverages,17.217215893402038,94.73625794724279,0.029495,1623.8114693693071,Nordrhein-Westfalen,2022-07-27,1,2022-07
ORD695356,CUS5537,B2C,Volvic,Water,12.780191978888826,92.90322272186941,0.029495,1269.742083538659,Sachsen,2023-02-25,1,2023-02
ORD406693,CUS532,B2B,San Pellegrino,Water,13.525645603203365,88.80767458698617,0.03167630504544964,1228.541978810143,Rheinland-Pfalz,2022-07-23,8,2022-07
ORD937314,CUS4878,B2C,Erdinger Weißbier,Alcoholic Beverages,22.049301940068638,88.80767458698617,0.029495,1773.104003363403,Bremen,2021-05-10,1,2021-05
ORD1543913,CUS5581,B2C,Gerolsteiner,Water,16.413073917822437,90.93428708386719,0.029495,1496.837923397538,Berlin,2021-03-05,1,2021-03
ORD759102,CUS2942,B2C,Kölsch,Alcoholic Beverages,15.800101643002236,86.4959151893446,0.029495,1368.848222025892,Berlin,2021-07-02,1,2021-07
ORD910345,CUS6641,B2C,Evian,Water,18.512615482013906,74.48736075017361,0.029495,1289.1979386560442,Nordrhein-Westfalen,2023-05-20,1,2023-05
ORD1179171,CUS5036,B2C,Tomato Juice,Juices,28.340041781937103,92.90322272186941,0.029495,2155.605183351148,Sachsen,2023-07-06,1,2023-07
ORD2524436,CUS4882,B2B,Apollinaris,Water,17.288238931215194,145.40420364471697,0.03375611655144091,2585.134513554542,Thüringen,2021-05-21,3,2021-05
ORD828073,CUS1903,B2C,Veuve Clicquot,Alcoholic Beverages,76.40202932555793,81.16440128718918,0.029495,3702.344263204872,Baden-Württemberg,2021-05-19,6,2021-05
ORD2887787,CUS9392,B2C,Mango Juice,Juices,27.925580011066526,51.97595064359459,0.029495,1209.4560164181582,Schleswig-Holstein,2023-12-02,1,2023-12
ORD1367342,CUS7811,B2C,Vio Wasser,Water,20.9228833589321,92.90322272186941,0.029495,1799.0000256790336,Niedersachsen,2023-04-12,1,2023-04
ORD401708,CUS6000,B2C,Cranberry Juice,Juices,28.44190291786276,83.963669275344,0.029495,1970.7098523481175,Berlin,2021-09-18,1,2021-09
ORD1011717,CUS5161,B2C,Evian,Water,17.980670810359562,41.203361971695784,0.029495,559.5614310476307,Thüringen,2021-05-22,1,2021-05
ORD2567857,CUS8425,B2C,Selters,Water,11.588069832565441,70.39181261529038,0.029495,766.8469833109207,Rheinland-Pfalz,2021-09-27,1,2021-09
ORD215273,CUS9123,B2B,Fritz-Kola,Soft Drinks,24.032268324418393,126.18722150034722,0.03167630504544964,2608.0624065735387,Thüringen,2021-06-05,0,2021-06
ORD1264863,CUS6116,B2B,Passion Fruit Juice,Juices,24.257195999993336,132.00714019894065,0.03167630504544964,2736.23174405195,Nordrhein-Westfalen,2021-08-27,0,2021-08
ORD1101730,CUS2416,B2C,Beck's,Alcoholic Beverages,19.15221829718333,81.16440128718918,0.029495,1461.8430364415988,Baden-Württemberg,2023-11-23,1,2023-11
ORD2492464,CUS8586,B2B,Schwip Schwap,Soft Drinks,12.587929917931582,98.06165149890174,0.03167630504544964,1326.6422777656235,Rheinland-Pfalz,2021-05-20,8,2021-05
ORD1822671,CUS8370,B2C,Hohes C Orange,Juices,21.415962817739935,88.80767458698617,0.029495,1740.5614350245917,Thüringen,2022-09-11,1,2022-09
ORD805895,CUS9029,B2B,Hohes C Orange,Juices,21.361965022453283,112.25140746739069,0.03167630504544964,2189.529063535817,Sachsen,2022-08-05,8,2022-08
ORD2240518,CUS7192,B2B,Kölsch,Alcoholic Beverages,22.90334091343365,139.86730019492447,0.03375611655144091,2797.2092751646237,Mecklenburg-Vorpommern,2023-02-12,3,2023-02
ORD2976722,CUS4807,B2C,Granini Apple,Juices,20.2393385687391,81.16440128718918,0.029495,1520.4884993795877,Rheinland-Pfalz,2021-02-28,1,2021-02
ORD1559788,CUS7961,B2C,Sprite,Soft Drinks,12.587929917931582,59.61922394339157,0.029495,656.7806372067338,Sachsen,2023-11-06,1,2023-11
ORD2437402,CUS4438,B2B,Tomato Juice,Juices,26.532577440962594,144.33058392694056,0.03574346083743612,3034.274272338082,Hessen,2023-01-18,3,2023-01
ORD2858016,CUS6007,B2B,Augustiner,Alcoholic Beverages,20.355434277229122,120.12273772746178,0.03375611655144091,2264.9461361466033,Hessen,2022-11-02,7,2022-11
ORD365490,CUS2541,B2C,Vittel,Water,12.780191978888826,81.16440128718918,0.029495,1050.3151536807154,Schleswig-Holstein,2022-11-14,1,2022-11
ORD1181787,CUS8812,B2B,Volvic,Water,15.242536528223763,136.04039411363195,0.03375611655144091,2256.5779491687827,Bayern,2023-07-16,3,2023-07
ORD1269736,CUS1764,B2C,Volvic,Water,12.6843671002589,78.03508591508734,0.029495,985.5527623704354,Sachsen-Anhalt,2022-01-15,1,2022-01
ORD2024276,CUS1953,B2C,Evian,Water,18.512615482013906,88.80767458698617,0.029495,1581.9261797131462,Bayern,2023-09-28,1,2023-09
ORD1274031,CUS4483,B2B,Rauch Multivitamin,Juices,22.805338181517975,117.24766805382183,0.03375611655144091,2337.8063655280116,Baden-Württemberg,2023-04-14,7,2023-04
ORD781366,CUS8040,B2C,Schwip Schwap,Soft Drinks,17.776256385050843,92.90322272186941,0.029495,1621.2686932175695,Sachsen,2021-02-25,1,2021-02
ORD2404791,CUS7871,B2C,Evian,Water,18.182353557933595,96.45094788678313,0.029495,1717.1666247861572,Nordrhein-Westfalen,2022-05-28,1,2022-05
ORD1746583,CUS151,B2B,Sprite,Soft Drinks,18.24898663607309,122.7168427444715,0.03375611655144091,2193.8634161754358,Mecklenburg-Vorpommern,2022-10-28,7,2022-10
ORD673866,CUS4231,B2B,Schwip Schwap,Soft Drinks,14.997126768508405,83.963669275344,0.03167630504544964,1241.7650780624122,Sachsen,2022-07-28,8,2022-07
ORD1394231,CUS3344,B2C,Pepsi,Soft Drinks,19.885595007478635,74.48736075017361,0.029495,1362.6501461624161,Berlin,2022-02-19,1,2022-02
ORD1213797,CUS2283,B2C,Mezzo Mix,Soft Drinks,12.87541228012836,86.4959151893446,0.029495,1156.9604243329538,Thüringen,2021-08-09,1,2021-08
ORD189888,CUS289,B2C,Fritz-Kola,Soft Drinks,22.706694904325087,92.90322272186941,0.029495,1891.1238289824162,Thüringen,2022-11-19,1,2022-11
ORD1821534,CUS671,B2C,Granini Apple,Juices,20.2393385687391,81.16440128718918,0.029495,1520.4884993795877,Rheinland-Pfalz,2021-06-21,1,2021-06
ORD1032890,CUS1156,B2C,Club Mate,Soft Drinks,23.384030196363934,59.61922394339157,0.029495,1205.9741314213857,Niedersachsen,2022-01-25,1,2022-01
ORD771773,CUS9356,B2C,Evian,Water,17.980670810359562,78.03508591508734,0.029495,1332.1747175502853,Sachsen,2021-05-07,1,2021-05
ORD717025,CUS2683,B2C,Rauch Multivitamin,Juices,24.257195999993336,92.90322272186941,0.029495,1967.4083658424913,Nordrhein-Westfalen,2022-02-04,1,2022-02
ORD1138751,CUS1987,B2B,Sprite,Soft Drinks,17.776256385050843,144.603083472043,0.03375611655144091,2600.6630495432837,Rheinland-Pfalz,2022-05-17,3,2022-05
ORD2838034,CUS4474,B2C,Fritz-Kola,Soft Drinks,22.406836676176056,74.48736075017361,0.029495,1489.5314867311063,Sachsen,2021-06-12,1,2021-06
ORD2770826,CUS453,B2C,Chardonnay,Alcoholic Beverages,32.993734519555154,96.45094788678313,0.029495,2429.0174149263507,Niedersachsen,2023-05-05,1,2023-05
ORD2840232,CUS850,B2C,Volvic Touch,Water,18.963167378298426,90.93428708386719,0.029495,1651.0037222182818,Bayern,2021-07-29,1,2021-07
ORD1084912,CUS673,B2B,Evian,Water,19.026447838649297,140.18934623180294,0.03375611655144091,2589.6471340104436,Hamburg,2023-12-30,3,2023-12
ORD1979119,CUS8691,B2C,Vittel,Water,13.157520824328866,41.203361971695784,0.029495,390.5391266449869,Brandenburg,2021-06-27,1,2021-06
ORD334176,CUS8385,B2B,Volvic,Water,16.18611674346368,142.04371303017314,0.03375611655144091,2443.820796079493,Saarland,2022-05-15,3,2022-05
ORD1227960,CUS4710,B2B,Mountain Dew,Soft Drinks,15.403953764050602,126.18722150034722,0.03574346083743612,2043.7558379076609,Hessen,2021-04-24,7,2021-04
ORD2995878,CUS5117,B2B,Hohes C Orange,Juices,25.250757697859306,144.603083472043,0.03375611655144091,3008.915230191775,Niedersachsen,2021-11-22,3,2021-11
ORD2684077,CUS1712,B2B,Riesling,Alcoholic Beverages,29.03904150377647,136.77845470534712,0.03167630504544964,3055.624266745257,Bayern,2023-06-11,0,2023-06
ORD1305937,CUS9363,B2B,Vio Wasser,Water,18.771718286593615,143.77705405699416,0.03574346083743612,2615.943013593591,Mecklenburg-Vorpommern,2023-12-30,3,2023-12
ORD2229866,CUS5010,B2C,Warsteiner,Alcoholic Beverages,16.710470095773015,88.80767458698617,0.029495,1473.3458686969377,Hamburg,2022-08-06,1,2022-08
ORD89478,CUS845,B2C,Red Bull,Soft Drinks,24.122642053639122,74.48736075017361,0.029495,1571.1779966240715,Hessen,2023-05-08,1,2023-05
ORD1088871,CUS4896,B2B,Sprite,Soft Drinks,17.07415920446626,134.49976123946615,0.03375611655144091,2353.9966845062577,Sachsen-Anhalt,2021-03-02,3,2021-03
ORD2787751,CUS7252,B2C,Mango Juice,Juices,27.571282809700598,83.963669275344,0.029495,1932.3239337109324,Baden-Württemberg,2022-03-11,1,2022-03
ORD1198349,CUS6935,B2C,Sprite,Soft Drinks,12.294865026474525,81.16440128718918,0.029495,1011.4081751945056,Saarland,2021-01-13,1,2021-01
ORD2968789,CUS9152,B2B,Apollinaris,Water,17.707498326794962,126.72397657899222,0.03167630504544964,2268.050383721754,Schleswig-Holstein,2021-01-04,0,2021-01
ORD1848187,CUS2891,B2C,Schwip Schwap,Soft Drinks,18.048198295196926,78.03508591508734,0.029495,1336.0132776299376,Schleswig-Holstein,2022-03-10,1,2022-03
ORD2197776,CUS9438,B2B,Mountain Dew,Soft Drinks,20.180954094833258,125.63939853037772,0.03167630504544964,2393.9830905043264,Bremen,2021-08-08,0,2021-08
ORD1218209,CUS4003,B2B,Chardonnay,Alcoholic Beverages,44.377295327842674,143.21174607636382,0.03375611655144091,3778.0256345044454,Rheinland-Pfalz,2023-10-28,3,2023-10
ORD1256655,CUS8988,B2C,Pepsi,Soft Drinks,19.885595007478635,59.61922394339157,0.029495,1045.605448286934,Mecklenburg-Vorpommern,2022-12-20,1,2022-12
ORD1747464,CUS2506,B2C,Cranberry Juice,Juices,29.13630736792599,94.73625794724279,0.029495,2229.035282113831,Rheinland-Pfalz,2023-11-03,1,2023-11
ORD2071402,CUS5290,B2C,Hohes C Orange,Juices,21.415962817739935,88.80767458698617,0.029495,1740.5614350245917,Saarland,2022-03-12,1,2022-03
ORD409013,CUS3353,B2C,Granini Apple,Juices,20.2393385687391,90.93428708386719,0.029495,1721.9291059771303,Saarland,2021-04-09,1,2021-04
ORD1692596,CUS8100,B2B,Club Mate,Soft Drinks,24.122642053639122,129.2562224929928,0.03167630504544964,2674.304255773777,Schleswig-Holstein,2022-03-16,0,2022-03
ORD395981,CUS1183,B2C,Warsteiner,Alcoholic Beverages,16.710470095773015,92.90322272186941,0.029495,1555.1765483296215,Baden-Württemberg,2022-11-28,1,2022-11
ORD1887254,CUS1609,B2B,Havana Club,Alcoholic Beverages,62.74691305352648,142.63414783404082,0.03375611655144091,4440.352920122859,Niedersachsen,2022-01-08,2,2022-01
ORD994006,CUS8135,B2C,Johnnie Walker,Alcoholic Beverages,60.61263225516949,90.93428708386719,0.029495,3354.755184642407,Bremen,2022-01-31,5,2022-01
ORD2883938,CUS1333,B2C,Krombacher,Alcoholic Beverages,20.2393385687391,70.39181261529038,0.029495,1294.5433719026412,Brandenburg,2022-10-18,1,2022-10
ORD1170505,CUS157,B2B,Granini Apple,Juices,21.78863280600975,144.33058392694056,0.03574346083743612,2798.0018876393265,Thüringen,2022-11-07,3,2022-11
ORD2742508,CUS4986,B2B,Mango Juice,Juices,24.167626789426443,123.32763913273615,0.03167630504544964,2557.16475605921,Sachsen,2023-05-07,0,2023-05
ORD1619544,CUS4401,B2C,Cranberry Juice,Juices,28.776558928119357,90.93428708386719,0.029495,2133.4535568749984,Bayern,2022-09-15,1,2022-09
ORD1957986,CUS8511,B2C,Augustiner,Alcoholic Beverages,17.0021191264773,81.16440128718918,0.029495,1338.1942968889537,Berlin,2021-05-04,1,2021-05
ORD1079664,CUS9522,B2C,Chardonnay,Alcoholic Beverages,32.613554022206195,90.93428708386719,0.029495,2296.9769824591476,Rheinland-Pfalz,2022-06-30,1,2022-06
ORD827985,CUS1536,B2C,Coca-Cola,Soft Drinks,16.856999088343823,65.54780730364821,0.029495,1015.4302205911133,Mecklenburg-Vorpommern,2022-01-04,1,2022-01
ORD1920644,CUS5795,B2C,Granini Apple,Juices,20.52792035673735,74.48736075017361,0.029495,1395.8743535333601,Brandenburg,2022-05-17,1,2022-05
ORD8938,CUS9787,B2B,Passion Fruit Juice,Juices,25.82499312427573,129.2562224929928,0.03375611655144091,2728.394942932378,Sachsen-Anhalt,2023-08-20,7,2023-08
ORD743251,CUS2485,B2C,Selters,Water,11.691089807199798,51.97595064359459,0.029495,485.8789600795484,Berlin,2022-07-28,1,2022-07
ORD852510,CUS1181,B2C,Tomato Juice,Juices,27.642810752509643,96.45094788678313,0.029495,2198.590533264785,Sachsen-Anhalt,2021-11-23,1,2021-11
ORD226366,CUS4840,B2C,Mountain Dew,Soft Drinks,16.262148983275434,51.97595064359459,0.029495,712.8999884529012,Sachsen-Anhalt,2023-12-14,1,2023-12
ORD1584624,CUS8266,B2B,Monster,Soft Drinks,27.39096563870845,140.18934623180294,0.03574346083743612,2991.0525558025497,Hamburg,2023-09-04,3,2023-09
ORD2045242,CUS4415,B2B,Warsteiner,Alcoholic Beverages,20.180954094833258,145.139838550688,0.03375611655144091,2755.6848035591665,Hamburg,2022-02-23,3,2022-02
ORD1605002,CUS6877,B2B,Vittel,Water,14.663580205650629,140.18934623180294,0.03375611655144091,2294.663112549277,Saarland,2021-03-19,3,2021-03
ORD1760595,CUS7918,B2B,Fritz-Kola,Soft Drinks,22.356275933133105,118.72407412940879,0.03167630504544964,2372.6388257846916,Nordrhein-Westfalen,2021-09-06,0,2021-09
ORD1345778,CUS9044,B2B,Monster,Soft Drinks,24.257195999993336,133.28267183017468,0.03167630504544964,2761.841300101888,Sachsen,2023-07-20,0,2023-07
ORD91274,CUS430,B2C,Jack Daniels,Alcoholic Beverages,65.72917536430987,51.97595064359459,0.029495,2594.4252792958932,Nordrhein-Westfalen,2023-08-01,5,2023-08
ORD2943647,CUS5849,B2C,Warsteiner,Alcoholic Beverages,16.487974159307537,88.80767458698617,0.029495,1459.2525181811475,Mecklenburg-Vorpommern,2021-05-29,1,2021-05
ORD916549,CUS2926,B2C,Club Mate,Soft Drinks,23.384030196363934,81.16440128718918,0.029495,1679.1556310376923,Baden-Württemberg,2022-01-01,1,2022-01
ORD193715,CUS8102,B2C,Sprite,Soft Drinks,12.294865026474525,88.80767458698617,0.029495,1151.5674060898705,Thüringen,2021-03-03,1,2021-03
ORD2642162,CUS2100,B2C,Merlot,Alcoholic Beverages,31.55027165125565,78.03508591508734,0.029495,1974.3178419237279,Sachsen,2023-07-30,1,2023-07
ORD2535760,CUS2569,B2C,Granini Apple,Juices,20.2393385687391,74.48736075017361,0.029495,1381.0306359467827,Hessen,2021-04-01,1,2021-04
ORD425831,CUS2200,B2B,Selters,Water,11.793411335959352,122.09167336546398,0.03167630504544964,1711.8241912725418,Hessen,2023-10-02,0,2023-10
ORD2775197,CUS5044,B2C,Riesling,Alcoholic Beverages,30.729678433930403,96.45094788678313,0.029495,2333.76298447776,Rheinland-Pfalz,2022-03-03,1,2022-03
